InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country,Amount
INV101750,89190,Perfume,2,2024-06-01,2.64,C00389,France,5.28
INV100127,62893,Shoe,2,2024-11-28,4.77,C00210,Germany,9.54
INV100735,45820,Brush,5,2024-03-25,2.22,C00444,United Kingdom,11.100000000000001
INV100720,76262,Bag,4,2024-04-18,3.23,C00487,France,12.92
INV101905,13760,Shoe,4,2024-01-31,5.08,C00427,France,20.32
INV101138,32190,Lipstick,1,2024-08-16,9.34,C00057,France,9.34
INV101232,77411,Perfume,3,2024-08-27,16.69,C00185,EIRE,50.07000000000001
INV100525,33377,Shoe,2,2024-12-28,25.87,C00459,EIRE,51.74
INV100520,56737,Candle,2,2024-11-05,5.74,C00054,Germany,11.48
INV100551,79569,Bag,1,2024-05-20,23.33,C00209,Germany,23.33
INV101985,48211,Towel,2,2024-06-04,25.37,C00368,France,50.74
INV100236,92909,Perfume,1,2024-10-25,17.36,C00429,Germany,17.36
INV101304,13744,Lipstick,5,2024-12-10,47.79,C00342,EIRE,238.95
INV101382,34995,Towel,4,2024-04-08,3.35,C00293,Germany,13.4
INV101224,26977,Shoe,3,2024-02-16,4.9,C00340,United Kingdom,14.700000000000001
INV101781,44542,Towel,4,2024-11-22,12.2,C00304,EIRE,48.8
INV101301,20651,Towel,4,2024-03-07,3.71,C00252,France,14.84
INV101258,88931,Bag,5,2024-03-02,17.71,C00374,France,88.55000000000001
INV100493,26715,Brush,2,2024-04-18,11.16,C00438,Germany,22.32
INV100003,54409,Towel,3,2024-06-15,7.7,C00304,EIRE,23.1
INV100665,34306,Towel,2,2024-02-06,4.73,C00112,France,9.46
INV100441,29086,Perfume,4,2024-04-28,9.17,C00366,France,36.68
INV100028,24376,Brush,1,2024-03-26,19.73,C00006,EIRE,19.73
INV101132,71350,Bag,4,2024-02-21,18.15,C00418,EIRE,72.6
INV100609,81425,Lipstick,2,2024-03-31,4.57,C00191,France,9.14
INV101750,46636,Shoe,4,2024-10-15,3.67,C00334,Germany,14.68
INV100804,96120,Bag,1,2024-12-02,1.54,C00432,Germany,1.54
INV100074,61649,Bag,5,2024-10-24,1.25,C00279,Germany,6.25
INV100837,44610,Shirt,2,2024-07-22,43.37,C00382,United Kingdom,86.74
INV101169,20058,Bag,4,2024-08-25,1.92,C00340,EIRE,7.68
INV100127,84637,Brush,2,2024-06-03,27.28,C00013,France,54.56
INV101876,88033,Shirt,5,2024-08-27,42.11,C00303,United Kingdom,210.55
INV100041,80194,Shoe,4,2024-05-15,3.06,C00044,Germany,12.24
INV101379,86917,Towel,4,2024-12-27,12.46,C00105,United Kingdom,49.84
INV100040,74200,Perfume,2,2024-03-04,66.56,C00160,France,133.12
INV100933,56619,Perfume,2,2024-05-02,36.93,C00154,France,73.86
INV100033,27154,Shoe,1,2024-09-10,14.46,C00242,EIRE,14.46
INV101040,29539,Shoe,5,2024-04-23,29.76,C00181,Germany,148.8
INV101700,70058,Brush,1,2024-01-20,36.84,C00014,Germany,36.84
INV101176,72068,Candle,4,2024-01-16,9.56,C00180,United Kingdom,38.24
INV100997,87313,Towel,2,2024-05-24,45.54,C00377,Germany,91.08
INV101401,40373,Shoe,4,2024-07-26,13.72,C00292,United Kingdom,54.88
INV100587,43154,Bag,4,2024-01-19,16.01,C00264,France,64.04
INV101622,16031,Brush,3,2024-06-14,163.75,C00168,France,491.25
INV101652,81975,Perfume,3,2024-02-07,38.07,C00214,France,114.21000000000001
INV101897,32785,Lipstick,4,2024-06-29,9.98,C00150,France,39.92
INV100341,88928,Brush,2,2024-12-14,1.21,C00016,France,2.42
INV100026,38669,Perfume,4,2024-04-14,20.68,C00091,United Kingdom,82.72
INV101848,12282,Shirt,3,2024-04-09,25.34,C00120,France,76.02
INV101310,44624,Brush,2,2024-03-30,22.04,C00444,United Kingdom,44.08
INV100645,58438,Perfume,4,2024-10-26,69.75,C00253,France,279.0
INV100730,99900,Candle,5,2024-11-27,40.75,C00060,United Kingdom,203.75
INV100167,77534,Brush,5,2024-03-19,12.91,C00266,United Kingdom,64.55
INV100609,41705,Brush,4,2024-03-13,2.3,C00409,United Kingdom,9.2
INV100267,48244,Towel,2,2024-06-24,13.93,C00031,Germany,27.86
INV101772,84964,Shoe,4,2024-04-05,24.37,C00021,United Kingdom,97.48
INV100820,47437,Towel,4,2024-12-10,19.72,C00219,United Kingdom,78.88
INV100454,87872,Brush,3,2024-04-12,16.45,C00081,France,49.349999999999994
INV100905,84878,Shoe,5,2024-08-11,13.65,C00289,United Kingdom,68.25
INV101708,82982,Perfume,3,2024-01-06,7.96,C00031,United Kingdom,23.88
INV101424,60583,Lipstick,3,2024-05-01,7.5,C00498,EIRE,22.5
INV100921,48392,Lipstick,4,2024-08-23,14.87,C00234,Germany,59.48
INV100980,17461,Brush,3,2024-04-25,4.5,C00474,EIRE,13.5
INV101499,20516,Candle,5,2024-06-11,9.33,C00405,France,46.65
INV100701,89285,Shirt,3,2024-08-13,8.83,C00036,Germany,26.490000000000002
INV100633,27514,Perfume,5,2024-08-17,18.69,C00449,Germany,93.45
INV101581,46268,Shoe,3,2024-06-30,2.38,C00132,EIRE,7.14
INV101599,46788,Brush,5,2024-09-05,36.4,C00324,Germany,182.0
INV100129,85749,Perfume,3,2024-11-13,17.53,C00346,EIRE,52.59
INV101019,71049,Brush,3,2024-07-28,23.22,C00132,United Kingdom,69.66
INV101845,72493,Candle,2,2024-05-23,25.29,C00497,EIRE,50.58
INV101386,46027,Bag,5,2024-12-10,7.89,C00009,Germany,39.449999999999996
INV101728,52849,Bag,5,2024-04-05,13.71,C00030,Germany,68.55000000000001
INV100818,27858,Candle,5,2024-12-11,63.58,C00115,France,317.9
INV100692,94162,Shoe,1,2024-08-31,30.11,C00301,France,30.11
INV101315,89003,Towel,3,2024-03-26,70.84,C00004,France,212.52
INV101394,62395,Candle,5,2024-07-02,28.43,C00325,France,142.15
INV100793,49758,Brush,1,2024-04-30,4.86,C00237,Germany,4.86
INV100028,64312,Shoe,2,2024-11-27,2.33,C00023,France,4.66
INV100148,78670,Lipstick,5,2024-04-01,18.24,C00016,EIRE,91.19999999999999
INV101802,92279,Candle,5,2024-03-10,9.86,C00022,United Kingdom,49.3
INV101319,25434,Shoe,1,2024-05-12,7.44,C00485,Germany,7.44
INV100010,74047,Candle,3,2024-10-05,33.92,C00072,France,101.76
INV101535,57775,Candle,2,2024-05-16,10.15,C00304,Germany,20.3
INV100675,85769,Towel,5,2024-11-09,8.63,C00446,France,43.150000000000006
INV101136,76677,Towel,3,2024-07-05,38.94,C00481,Germany,116.82
INV100186,93555,Brush,2,2024-08-08,38.45,C00444,France,76.9
INV100806,95920,Shoe,4,2024-02-15,9.81,C00230,United Kingdom,39.24
INV100743,55734,Shoe,4,2024-10-04,36.74,C00107,France,146.96
INV101250,98503,Shirt,2,2024-07-10,39.05,C00208,EIRE,78.1
INV101333,50603,Candle,1,2024-01-08,12.03,C00389,Germany,12.03
INV100097,86708,Bag,2,2024-10-02,2.38,C00208,Germany,4.76
INV100054,91926,Candle,2,2024-06-27,1.03,C00263,EIRE,2.06
INV100622,78803,Candle,1,2024-11-29,15.82,C00051,EIRE,15.82
INV100663,49332,Shoe,1,2024-02-08,9.43,C00065,United Kingdom,9.43
INV100757,31312,Candle,3,2024-10-19,118.08,C00265,Germany,354.24
INV100405,94526,Perfume,3,2024-06-26,30.6,C00338,United Kingdom,91.80000000000001
INV100068,54179,Candle,1,2024-06-10,29.65,C00301,Germany,29.65
INV101335,81442,Perfume,4,2024-11-26,63.13,C00378,Germany,252.52
INV101312,50379,Towel,4,2024-04-13,44.74,C00175,United Kingdom,178.96
INV101785,27297,Bag,2,2024-06-09,8.66,C00451,Germany,17.32
INV101571,12011,Brush,5,2024-10-13,4.63,C00152,Germany,23.15
INV100750,54014,Shoe,2,2024-05-02,28.4,C00476,United Kingdom,56.8
INV101171,21738,Candle,2,2024-02-23,10.51,C00266,France,21.02
INV101490,57498,Perfume,5,2024-02-03,13.82,C00329,United Kingdom,69.1
INV101762,21120,Perfume,1,2024-08-29,20.91,C00461,Germany,20.91
INV101267,18767,Towel,4,2024-04-22,48.69,C00304,EIRE,194.76
INV101514,32852,Perfume,2,2024-11-13,11.86,C00163,France,23.72
INV101872,89239,Brush,5,2024-01-23,31.59,C00438,EIRE,157.95
INV100957,10929,Lipstick,3,2024-02-15,7.25,C00343,France,21.75
INV101530,87487,Shirt,2,2024-11-07,24.94,C00367,EIRE,49.88
INV100364,27438,Brush,4,2024-05-14,1.03,C00465,France,4.12
INV100481,58515,Bag,1,2024-04-27,42.04,C00238,United Kingdom,42.04
INV100200,15744,Brush,2,2024-07-07,1.62,C00199,France,3.24
INV100153,93820,Towel,2,2024-05-10,25.95,C00500,France,51.9
INV101473,52417,Towel,5,2024-07-30,1.95,C00016,France,9.75
INV101524,17069,Brush,3,2024-04-22,7.19,C00309,Germany,21.57
INV100072,52359,Candle,3,2024-02-13,14.75,C00296,EIRE,44.25
INV100712,29799,Lipstick,1,2024-05-07,11.89,C00356,United Kingdom,11.89
INV100295,80188,Candle,4,2024-12-29,5.26,C00276,EIRE,21.04
INV101040,99859,Candle,1,2024-06-06,9.12,C00472,EIRE,9.12
INV101664,17597,Brush,2,2024-09-29,27.02,C00239,United Kingdom,54.04
INV101240,57093,Shoe,2,2024-11-10,23.13,C00069,Germany,46.26
INV100060,47226,Shoe,3,2024-12-20,2.49,C00301,France,7.470000000000001
INV100938,82127,Shoe,4,2024-12-05,28.51,C00006,Germany,114.04
INV101639,87362,Lipstick,5,2024-02-14,2.09,C00220,Germany,10.45
INV100041,36417,Candle,4,2024-04-17,16.66,C00254,France,66.64
INV100024,28693,Shirt,2,2024-08-06,7.02,C00453,EIRE,14.04
INV101062,89674,Bag,5,2024-11-13,18.72,C00433,France,93.6
INV101826,63161,Shoe,4,2024-11-10,7.06,C00295,United Kingdom,28.24
INV100130,12169,Shoe,4,2024-06-25,84.94,C00358,France,339.76
INV101521,94092,Towel,5,2024-08-15,8.41,C00386,EIRE,42.05
INV101252,32052,Candle,2,2024-07-09,6.54,C00107,Germany,13.08
INV100107,81849,Candle,4,2024-06-08,7.53,C00295,Germany,30.12
INV100171,83851,Lipstick,5,2024-09-23,46.36,C00118,France,231.8
INV101458,18036,Lipstick,2,2024-12-23,21.22,C00405,United Kingdom,42.44
INV101501,41778,Shoe,5,2024-11-21,27.24,C00168,EIRE,136.2
INV100101,37734,Candle,5,2024-07-08,51.02,C00485,Germany,255.10000000000002
INV100865,33173,Shirt,4,2024-06-23,49.58,C00251,France,198.32
INV100523,40403,Bag,2,2024-10-16,27.86,C00082,United Kingdom,55.72
INV100274,76321,Brush,4,2024-12-22,5.41,C00054,United Kingdom,21.64
INV101636,81675,Candle,1,2024-05-24,38.08,C00240,Germany,38.08
INV101067,16344,Towel,1,2024-08-19,5.56,C00366,Germany,5.56
INV101978,28800,Brush,2,2024-12-25,28.17,C00012,EIRE,56.34
INV100816,35372,Candle,5,2024-07-22,24.14,C00209,United Kingdom,120.7
INV100956,71516,Perfume,4,2024-07-31,29.45,C00165,EIRE,117.8
INV101040,30538,Lipstick,4,2024-02-09,16.22,C00366,United Kingdom,64.88
INV100329,73918,Towel,2,2024-10-01,21.36,C00294,United Kingdom,42.72
INV101592,24973,Bag,2,2024-11-18,62.29,C00399,France,124.58
INV101846,81155,Shoe,1,2024-03-22,3.13,C00007,Germany,3.13
INV101520,69500,Towel,3,2024-06-29,8.39,C00078,United Kingdom,25.17
INV101838,46575,Candle,2,2024-11-15,19.9,C00434,EIRE,39.8
INV100011,52261,Shoe,3,2024-03-23,67.51,C00065,Germany,202.53000000000003
INV101341,37716,Candle,2,2024-10-29,3.01,C00102,EIRE,6.02
INV101615,13236,Shoe,5,2024-09-18,1.46,C00451,Germany,7.3
INV100215,25848,Bag,5,2024-09-28,2.15,C00357,Germany,10.75
INV100338,12352,Lipstick,1,2024-07-18,2.08,C00300,United Kingdom,2.08
INV101799,11932,Bag,1,2024-08-27,48.68,C00287,France,48.68
INV100660,86449,Perfume,3,2024-06-28,26.55,C00171,United Kingdom,79.65
INV101104,18556,Shirt,2,2024-06-19,23.61,C00077,Germany,47.22
INV101750,96836,Lipstick,4,2024-10-21,15.79,C00048,United Kingdom,63.16
INV101508,15498,Bag,1,2024-06-25,31.46,C00255,United Kingdom,31.46
INV100373,86118,Perfume,4,2024-08-24,4.38,C00082,Germany,17.52
INV100975,60098,Shirt,4,2024-05-17,10.95,C00383,Germany,43.8
INV100709,74386,Perfume,2,2024-11-22,14.47,C00209,United Kingdom,28.94
INV101223,19569,Candle,3,2024-11-06,3.34,C00209,United Kingdom,10.02
INV101560,66882,Brush,2,2024-05-08,11.88,C00445,United Kingdom,23.76
INV100465,80393,Candle,1,2024-02-18,8.61,C00459,EIRE,8.61
INV101112,10340,Shoe,4,2024-06-12,1.72,C00084,United Kingdom,6.88
INV101291,53949,Lipstick,2,2024-10-03,3.94,C00010,EIRE,7.88
INV101678,92302,Candle,2,2024-10-19,29.88,C00029,France,59.76
INV101594,72443,Towel,2,2024-04-25,1.36,C00304,EIRE,2.72
INV101945,84027,Perfume,1,2024-01-24,55.44,C00482,United Kingdom,55.44
INV100488,10138,Lipstick,3,2024-11-06,2.81,C00465,France,8.43
INV101900,10358,Brush,2,2024-01-25,33.11,C00446,EIRE,66.22
INV101561,85250,Towel,1,2024-05-06,46.78,C00116,EIRE,46.78
INV100046,95376,Candle,4,2024-08-21,57.65,C00490,Germany,230.6
INV101311,40654,Shoe,5,2024-07-27,41.42,C00269,France,207.10000000000002
INV100777,35879,Bag,1,2024-04-02,7.78,C00428,Germany,7.78
INV101039,91532,Shoe,5,2024-04-03,9.1,C00047,France,45.5
INV100710,65778,Towel,2,2024-11-22,12.12,C00359,EIRE,24.24
INV100400,47772,Shirt,2,2024-08-12,4.0,C00448,Germany,8.0
INV101942,68478,Candle,1,2024-10-06,1.45,C00091,United Kingdom,1.45
INV101817,74353,Towel,5,2024-01-11,41.67,C00053,EIRE,208.35000000000002
INV100980,36762,Shirt,2,2024-11-24,17.15,C00218,France,34.3
INV101109,23283,Shirt,4,2024-01-12,19.77,C00348,France,79.08
INV100249,73922,Perfume,3,2024-02-04,53.34,C00077,Germany,160.02
INV100390,49420,Lipstick,3,2024-08-15,22.88,C00204,Germany,68.64
INV101805,65568,Perfume,2,2024-08-07,24.48,C00044,France,48.96
INV100334,95090,Candle,5,2024-05-20,31.93,C00156,EIRE,159.65
INV100628,30219,Shirt,2,2024-01-23,3.47,C00002,Germany,6.94
INV101542,67169,Brush,5,2024-03-23,9.93,C00357,United Kingdom,49.65
INV100136,84965,Towel,4,2024-08-16,69.97,C00313,France,279.88
INV100882,56840,Bag,5,2024-12-09,52.26,C00057,United Kingdom,261.3
INV100687,54695,Shirt,2,2024-03-20,44.1,C00290,France,88.2
